title,company,city,date,deadline,url,department,workplace_type,description,requirements
חוקר.ת לצוות תעסוקה (החלפה לחל,The Joint (ג'וינט),ירושלים,2026-04-27,,https://www.thejoint.org.il/en/career/?juid=A4.861,,onsite,"ביצוע ניתוחים כמותיים ברמה גבוהה; עבודה בחדרי מחקר (של הלמ""ס ושל הביטוח הלאומי); כתיבת דוחות מחקר והצגת הממצאים לנציגי ממשלה; קיום קשרים עם לקוחות ועם בעלי עניין במשרדי ממשלה ובארגונים נוספים בזירה הציבורית והמחקרית.",
בודק/ת ומטמיע/ת SAP,The Joint (ג'וינט),ירושלים,2026-04-19,,https://www.thejoint.org.il/en/career/?juid=50.653,,onsite,":
תמיכה שוטפת במשתמשי הארגון במערכת SAP חיה : מענה לפניות, חקירת תקלות, תחקור הצורך העסקי וליווי מלא עד סגירת מעגל.
פרויקט מעבר ל‑SAP S/4HANA : הרצת בדיקות End‑to‑End של תהליכים עסקיים מקצה‑לקצה בסביבות שונות.
בדיקות, תיעוד והטמעה: כתיבת תסריטי בדיקות, תיעוד תקלות, מעקב אחר תיקונן, ביצוע בדיקות חוזרות והטמעת השינויים במערכת.
חקירה עצמאית של תקלות: אבחון מקור הבעיה ,קסטומיזציה / פיתוח / קונפיגורציה ,עבודה מול צוותי פיתוח וספקים חיצוניים כולל וביצוע בדיקות חוזרות עד סגירה מלאה.
ביצוע קסטומיזציות שוטפות בהתאם לצרכים תפעוליים ופרויקטליים, כתיבת אפיונים פונקציונליים וטכניים, עבודה ב‑SPRO והנחיית מפתחים לגבי פיתוחים נדרשים.
כתיבת מדריכי משתמש וחומרי הדרכה, והטמעת תהליכים ושינויים תפעוליים ופרויקטליים במערכת.
עבודה מול ממשקים מרובים וגלובליים: צוותי IT ,גורמים עסקיים (כולל רכש ותקציבים), ספקים חיצוניים ומשתמשים בארץ ובחו״ל, על מנת להבטיח שהמערכת תומכת בתהליכים העסקיים של הארגון.",":
At least two years of experience in SAP system implementation across various modules, including experience writing technical specifications, functional specifications, and implementing them in the system – mandatory.
Significant experience with SPRO – mandatory.
Experience with procurement and workflow modules – MM, WF – significant advantage.
Ability to conduct conversations in English with users and customers abroad – mandatory.
Experience in implementing an SAP system migration from ECC to SAP S/4HANA – advantage.
Bachelor’s degree in a relevant field / SAP implementation course – advantage.
The Role Will Suit You If You:
Have thorough thinking, a high level of accuracy, and a methodological approach.
Enjoy combining service and day‑to‑day user support with handling and leading incidents, testing, and complex processes.
Are able to dive into details, investigate and analyze issues deeply, while simultaneously managing tasks and processes efficiently and effectively.
Have the ability to understand and analyze business processes and connect business needs to system solutions.
Work comfortably with multiple interfaces, know how to coordinate diverse stakeholders, and lead issues through to clear and complete resolution.
Have a high service orientation, excellent interpersonal communication skills, and an ability to work pleasantly and respectfully with users and professional counterparts.
Additional Details:
Full‑time position, temporary contract for project purposes (until July 2027).
Location: The Joint offices in Jerusalem, hybrid work model (2 office days, and 3 WFH days).
Reporting line: SAP Team Lead.
Start date: Immediate.
Application Form
If you are unable to fill out the form, you can send us contact information and a resume file to the address
JDC.50.653@applynow.io
Contact
9 Eliezer Kaplan, Givat Ram, Jerusalem
POB 3489, Zip code 9103401
Phone
+972-2-6557111
Fax
+972-2-6557515
About Us
Our Story
Management
Partnership with the Joint
Challenges
All Challenges
Joint-TEVET: Workforce Integration and Productivity
Joint-ASHALIM: Advancing Social Mobility
Joint- ESHEL: Successful Aging
Joint- ISRAEL UNLIMITED: Independent Living for People with Disabilities
Joint- ELKA: System Efficiency and Effectiveness
Integration of the Ultra-Orthodox Sector
Success Stories
Updates
News
Knowledge Center
Digital Library
Coronavirus Crisis
Voices of The Joint
Related Sites:
The Global JDC
© All rights reserved
Terms Of Use
Privacy Policy
Site Map
Accessibility statement
English
עברית
Send this to a friend
Send
Cancel
Notifications"
אחראי / אחראית מערכות מידע  - 50% משרה– כוורת,The Joint (ג'וינט),Jerusalem,2026-05-13,,https://www.thejoint.org.il/en/career/?juid=16.A69,,onsite,,
Program and Operations Associate – Task Force on Arab Citizens of Israel,The Joint (ג'וינט),Jerusalem,2026-04-27,,https://www.thejoint.org.il/en/career/?juid=A5.867,,onsite,,
Product Manager,The Joint (ג'וינט),Jerusalem,2026-05-07,,https://www.thejoint.org.il/en/career/?juid=E3.966,,onsite,,
Partnership Lead,The Joint (ג'וינט),Jerusalem,2026-03-29,,https://www.thejoint.org.il/en/career/?juid=CB.766,,onsite,,":
Significant professional experience (4+ years) in management consulting, social impact strategy, or complex organizational leadership, with a proven ability to navigate matrixed or hybrid structures - aligning HQ-level strategy with local implementation through effective resource integration and people management.
Strong analytical and strategic capabilities, including systems mapping, stakeholder analysis, and strategy design - with the ability to translate high-level data into actionable community interventions. Experience in impact measurement, data-driven decision-making, or strategic foresight to guide investment and policy decisions - an advantage.
Demonstrated experience in ecosystem convening and cross-sector coordination, specifically in fostering collaboration between NGOs, donors, government bodies, and civic organizations — building and sustaining partnerships that drive collective impact.
Languages: Russian (Fluent/Native) and English (High Proficiency) – required; Hebrew – an advantage.
Excellent facilitation and communication skills, capable of guiding senior stakeholders through complex change processes and building consensus across diverse groups.
Integrity, resilience, and a growth mindset, with a commitment to high professional standards and the ability to navigate ambiguity in a changing environment.
Understanding Jewish community life and various models.
Ability to travel internationally as needed.
Education: Bachelor’s Degree in relevant fields – Mandatory;
Master’s Degree - Advantage
What We Offer:
Work in a global environment with a dedicated team that brings interdisciplinary added values.
A Jerusalem-based full-time position/ flexible remote work options.
The opportunity to make a tangible difference in the lives of thousands across countries in the Former Soviet Union.
Why JDC?
Be part of a team driven by compassion, purpose, and impact.
Collaborate with professionals worldwide, dedicated to making a positive difference.
Contribute to a century-long legacy of lifting lives and strengthening communities globally.
Equal Employment Opportunity
JDC is proud to be an equal opportunity employer. As the world’s leading global Jewish humanitarian organization, we are committed to treating people with compassion and respect. All qualified applications will be considered for employment without regard to age, race, color, national origin, ancestry, religion, sex, sexual orientation, gender identity or expression, marital status, pregnancy, disability, mental disorder, familial status, veteran status, genetic information, or any other protected characteristic as established by law.
﻿About JDC
JDC is the world’s leading Jewish humanitarian organization, working in 70 countries to life lives and strengthen communities. We rescue Jews in danger, provide aid to vulnerable Jews, develop innovative solutions to Israel’s most complex social challenges, cultivate a Jewish future, and lead the Jewish community’s response to crises. For over 100 years, our work has put the timeless Jewish value of mutual responsibility into action, making JDC essential to the survival of millions of people and the advancement of Jewish life across the globe. The Former Soviet Union (FSU) is JDC’s largest division, providing comprehensive care services to elderly and children at risk, and leading community programs for approximately 100,000 people in 11 countries.
Application Form
If you are unable to fill out the form, you can send us contact information and a resume file to the address
JDC.CB.766@applynow.io
Contact
9 Eliezer Kaplan, Givat Ram, Jerusalem
POB 3489, Zip code 9103401
Phone
+972-2-6557111
Fax
+972-2-6557515
About Us
Our Story
Management
Partnership with the Joint
Challenges
All Challenges
Joint-TEVET: Workforce Integration and Productivity
Joint-ASHALIM: Advancing Social Mobility
Joint- ESHEL: Successful Aging
Joint- ISRAEL UNLIMITED: Independent Living for People with Disabilities
Joint- ELKA: System Efficiency and Effectiveness
Integration of the Ultra-Orthodox Sector
Success Stories
Updates
News
Knowledge Center
Digital Library
Coronavirus Crisis
Voices of The Joint
Related Sites:
The Global JDC
© All rights reserved
Terms Of Use
Privacy Policy
Site Map
Accessibility statement
English
עברית
Send this to a friend
Send
Cancel
Notifications"
Manager of Controls & Transformation,The Joint (ג'וינט),Jerusalem,2026-05-04,,https://www.thejoint.org.il/en/career/?juid=2E.061,,onsite,,
International Missions Lead,The Joint (ג'וינט),Jerusalem,2026-04-27,,https://www.thejoint.org.il/en/career/?juid=A4.866,,onsite,,
In-House Grant Writer,The Joint (ג'וינט),Jerusalem,2026-04-26,,https://www.thejoint.org.il/en/career/?juid=55.763,,onsite,,
External Relations Associate,The Joint (ג'וינט),Jerusalem,2026-05-12,,https://www.thejoint.org.il/en/career/?juid=DB.A62,,onsite,,":
Academic degree.
Proven experience in a similar position
Strong analytical skills.
Excellent verbal and written communication skills.
Ability to manage multiple tasks and projects simultaneously.
Excellent interpersonal skills.
Languages: English - mother tongue level, including strong English writing skills, Hebrew-an advantage.
Computer skills: Excel, Word, Outlook; experience with databases, creating queries and reports.
Other:
Full time job.
Workplace in Jerusalem, flexibility to work part-time from home.
Reports to Area Head, Division for External Relations, JDC-FSU.
Application Form
If you are unable to fill out the form, you can send us contact information and a resume file to the address
JDC.DB.A62@applynow.io
Contact
9 Eliezer Kaplan, Givat Ram, Jerusalem
POB 3489, Zip code 9103401
Phone
+972-2-6557111
Fax
+972-2-6557515
About Us
Our Story
Management
Partnership with the Joint
Challenges
All Challenges
Joint-TEVET: Workforce Integration and Productivity
Joint-ASHALIM: Advancing Social Mobility
Joint- ESHEL: Successful Aging
Joint- ISRAEL UNLIMITED: Independent Living for People with Disabilities
Joint- ELKA: System Efficiency and Effectiveness
Integration of the Ultra-Orthodox Sector
Success Stories
Updates
News
Knowledge Center
Digital Library
Coronavirus Crisis
Voices of The Joint
Related Sites:
The Global JDC
© All rights reserved
Terms Of Use
Privacy Policy
Site Map
Accessibility statement
English
עברית
Send this to a friend
Send
Cancel
Notifications"
